Mod:Item:MetaData, Localized Name
props:props:1204, Door 2 Left Light
props:props:1205, Door 2 Right Light
props:props:1206, Door 2 Left Medium
props:props:1207, Door 2 Right Medium
props:props:1208, Door 2 Left Dark
props:props:1209, Door 2 Right Dark
props:props:1210, Door 3 Left
props:props:1211, Door 3 Right
props:props:1212, Hanging Lamp
props:props:1213, Cogniac Bottle
props:props:1214, Basket with Baguettes
props:props:1215, Market Register
props:props:1216, Corkboard
props:props:1217, Door 4 Left
props:props:1218, Door 4 Left Dark Blue
props:props:1219, Door 4 Left Orange
props:props:1220, Door 4 Left Purple
props:props:1221, Door 4 Left Blue
props:props:1222, Door 4 Left Lime
props:props:1223, Door 4 Left Green
props:props:1224, Door 4 Left Fuchsia
props:props:1225, Door 4 Left Light Blue
props:props:1226, Door 4 Left Razzle
props:props:1227, Door 4 Left Red
props:props:1228, Door 4 Left Pink
props:props:1229, Door 4 Left Black
props:props:1230, Door 4 Left Yellow
props:props:1231, Door 4 Left Coral
props:props:1232, Door 4 Left Cyan
props:props:1233, Door 4 Left Gray
props:props:1234, Door 4 Right
props:props:1235, Door 4 Right Dark Blue
props:props:1236, Door 4 Right Orange
props:props:1237, Door 4 Right Purple
props:props:1238, Door 4 Right Blue
props:props:1239, Door 4 Right Lime
props:props:1240, Door 4 Right Green
props:props:1241, Door 4 Right Fuchsia
props:props:1242, Door 4 Right Light Blue
props:props:1243, Door 4 Right Razzle
props:props:1244, Door 4 Right Red
props:props:1245, Door 4 Right Pink
props:props:1246, Door 4 Right Black
props:props:1247, Door 4 Right Yellow
props:props:1248, Door 4 Right Coral
props:props:1249, Door 4 Right Cyan
props:props:1250, Door 4 Right Gray
props:props:1251, Door 5 Left
props:props:1252, Door 5 Right
props:props:1253, Rotary Phone
props:props:1254, Upright Piano
props:props:1255, Ingolf Chair White
props:props:1256, Ingolf Chair Black
props:props:1257, Ingolf Chair Light
props:props:1258, Ingolf Chair Medium
props:props:1259, Ingolf Chair Dark
props:props:1260, Industrial Ceiling Lamp
props:props:1261, Glass Desk
props:props:1262, Industrial TV Stand White
props:props:1263, Industrial TV Stand Black
props:props:1264, Industrial TV Stand Light
props:props:1265, Industrial TV Stand Medium
props:props:1266, Industrial TV Stand Dark
props:props:1267, Borje Chair White
props:props:1268, Borje Chair White Dark Blue
props:props:1269, Borje Chair White Orange
props:props:1270, Borje Chair White Purple
props:props:1271, Borje Chair White Blue
props:props:1272, Borje Chair White Lime
props:props:1273, Borje Chair White Green
props:props:1274, Borje Chair White Fuchsia
props:props:1275, Borje Chair White Light Blue
props:props:1276, Borje Chair White Razzle
props:props:1277, Borje Chair White Red
props:props:1278, Borje Chair White Pink
props:props:1279, Borje Chair White Black
props:props:1280, Borje Chair White Yellow
props:props:1281, Borje Chair White Coral
props:props:1282, Borje Chair White Cyan
props:props:1283, Borje Chair White Gray
props:props:1284, Borje Chair Black
props:props:1285, Borje Chair Black Dark Blue
props:props:1286, Borje Chair Black Orange
props:props:1287, Borje Chair Black Purple
props:props:1288, Borje Chair Black Blue
props:props:1289, Borje Chair Black Lime
props:props:1290, Borje Chair Black Green
props:props:1291, Borje Chair Black Fuchsia
props:props:1292, Borje Chair Black Light Blue
props:props:1293, Borje Chair Black Razzle
props:props:1294, Borje Chair Black Red
props:props:1295, Borje Chair Black Pink
props:props:1296, Borje Chair Black Black
props:props:1297, Borje Chair Black Yellow
props:props:1298, Borje Chair Black Coral
props:props:1299, Borje Chair Black Cyan
props:props:1300, Borje Chair Black Gray
props:props:1301, Borje Chair Light
props:props:1302, Borje Chair Light Dark Blue
props:props:1304, Borje Chair Light Orange
props:props:1305, Borje Chair Light Purple
props:props:1306, Borje Chair Light Blue
props:props:1307, Borje Chair Light Lime
props:props:1308, Borje Chair Light Green
props:props:1309, Borje Chair Light Fuchsia
props:props:1310, Borje Chair Light Light Blue
props:props:1311, Borje Chair Light Razzle
props:props:1312, Borje Chair Light Red
props:props:1313, Borje Chair Light Pink
props:props:1314, Borje Chair Light Black
props:props:1315, Borje Chair Light Yellow
props:props:1316, Borje Chair Light Coral
props:props:1317, Borje Chair Light Cyan
props:props:1318, Borje Chair Light Gray
props:props:1319, Borje Chair Medium
props:props:1320, Borje Chair Medium Dark Blue
props:props:1321, Borje Chair Medium Orange
props:props:1322, Borje Chair Medium Purple
props:props:1323, Borje Chair Medium Blue
props:props:1324, Borje Chair Medium Lime
props:props:1325, Borje Chair Medium Green
props:props:1326, Borje Chair Medium Fuchsia
props:props:1327, Borje Chair Medium Medium Blue
props:props:1328, Borje Chair Medium Razzle
props:props:1329, Borje Chair Medium Red
props:props:1330, Borje Chair Medium Pink
props:props:1331, Borje Chair Medium Black
props:props:1332, Borje Chair Medium Yellow
props:props:1333, Borje Chair Medium Coral
props:props:1334, Borje Chair Medium Cyan
props:props:1335, Borje Chair Medium Gray
props:props:1336, Borje Chair Dark
props:props:1337, Borje Chair Dark Dark Blue
props:props:1338, Borje Chair Dark Orange
props:props:1339, Borje Chair Dark Purple
props:props:1340, Borje Chair Dark Blue
props:props:1341, Borje Chair Dark Lime
props:props:1342, Borje Chair Dark Green
props:props:1343, Borje Chair Dark Fuchsia
props:props:1344, Borje Chair Dark Light Blue
props:props:1345, Borje Chair Dark Razzle
props:props:1346, Borje Chair Dark Red
props:props:1347, Borje Chair Dark Pink
props:props:1348, Borje Chair Dark Black
props:props:1349, Borje Chair Dark Yellow
props:props:1350, Borje Chair Dark Coral
props:props:1351, Borje Chair Dark Cyan
props:props:1352, Borje Chair Dark Gray
props:props:1353, Industrial Chair
props:props:1354, Industrial Chair Dark Blue
props:props:1355, Industrial Chair Orange
props:props:1356, Industrial Chair Purple
props:props:1357, Industrial Chair Blue
props:props:1358, Industrial Chair Lime
props:props:1359, Industrial Chair Green
props:props:1360, Industrial Chair Fuchsia
props:props:1361, Industrial Chair Light Blue
props:props:1362, Industrial Chair Razzle
props:props:1363, Industrial Chair Red
props:props:1364, Industrial Chair Pink
props:props:1365, Industrial Chair Black
props:props:1366, Industrial Chair Yellow
props:props:1367, Industrial Chair Coral
props:props:1368, Industrial Chair Cyan
props:props:1369, Industrial Chair Gray
props:props:1370, Industrial Sofa
props:props:1371, Industrial Sofa Dark Blue
props:props:1372, Industrial Sofa Orange
props:props:1373, Industrial Sofa Purple
props:props:1374, Industrial Sofa Blue
props:props:1375, Industrial Sofa Lime
props:props:1376, Industrial Sofa Green
props:props:1377, Industrial Sofa Fuchsia
props:props:1378, Industrial Sofa Light Blue
props:props:1379, Industrial Sofa Razzle
props:props:1380, Industrial Sofa Red
props:props:1381, Industrial Sofa Pink
props:props:1382, Industrial Sofa Black
props:props:1383, Industrial Sofa Yellow
props:props:1384, Industrial Sofa Coral
props:props:1385, Industrial Sofa Cyan
props:props:1386, Industrial Sofa Gray
props:props:1387, Industrial FootLamp
props:props:1388, Industrial FootLamp Dark Blue
props:props:1389, Industrial FootLamp Orange
props:props:1390, Industrial FootLamp Purple
props:props:1391, Industrial FootLamp Blue
props:props:1392, Industrial FootLamp Lime
props:props:1393, Industrial FootLamp Green
props:props:1394, Industrial FootLamp Fuchsia
props:props:1395, Industrial FootLamp Light Blue
props:props:1396, Industrial FootLamp Razzle
props:props:1397, Industrial FootLamp Red
props:props:1398, Industrial FootLamp Pink
props:props:1399, Industrial FootLamp Black
props:props:1400, Industrial FootLamp Yellow
props:props:1401, Industrial FootLamp Coral
props:props:1402, Industrial FootLamp Cyan
props:props:1403, Industrial FootLamp Gray
props:props:1404, Office Chair 3
props:props:1405, Office Chair 3 Black
props:props:1406, Tulip Vase
props:props:1407, Tulip Vase Dark Blue
props:props:1408, Tulip Vase Orange
props:props:1409, Tulip Vase Purple
props:props:1410, Tulip Vase Blue
props:props:1411, Tulip Vase Lime
props:props:1412, Tulip Vase Green
props:props:1413, Tulip Vase Fuchsia
props:props:1414, Tulip Vase Light Blue
props:props:1415, Tulip Vase Razzle
props:props:1416, Tulip Vase Red
props:props:1417, Tulip Vase Pink
props:props:1418, Tulip Vase Yellow
props:props:1419, Tulip Vase Coral
props:props:1420, Tulip Vase Cyan
props:props:1421, Industrial Coffee Table Light
props:props:1422, Industrial Coffee Table Medium
props:props:1423, Industrial Coffee Table Dark
props:props:1424, Industrial Table 1 Light
props:props:1425, Industrial Table 1 Medium
props:props:1426, Industrial Table 1 Dark
props:props:1427, Industrial Table 2 Light
props:props:1428, Industrial Table 2 Medium
props:props:1429, Industrial Table 2 Dark
props:props:1430, Hanging Lamp Short
props:props:1431, Piano Stool
props:props:1432, Patron Doll Oddles
props:props:1433, Patron Doll Hazardrar
props:props:1434, Patron Doll Cottonbaler
props:props:1435, Patron Doll thatdesiree
props:clay:0, Red Crafting Clay
props:clay:1, Blue Crafting Clay
props:clay:2, Green Crafting Clay
props:tool, Decowand
Eln:eln.itemCreativeTab, item.eln:elncreativetab.name
Eln:Eln.sharedItem:6279, Lead Fuse for low voltage cables
Eln:Eln.sharedItem:6280, Lead Fuse for medium voltage cables
Eln:Eln.sharedItem:6281, Lead Fuse for high voltage cables
Eln:Eln.sharedItem:6282, Lead Fuse for very high voltage cables
Eln:Eln.sharedItem:64, Small 50V Copper Heating Corp
Eln:Eln.sharedItem:65, 50V Copper Heating Corp
Eln:Eln.sharedItem:66, Small 200V Copper Heating Corp
Eln:Eln.sharedItem:67, 200V Copper Heating Corp
Eln:Eln.sharedItem:68, Small 50V Iron Heating Corp
Eln:Eln.sharedItem:69, 50V Iron Heating Corp
Eln:Eln.sharedItem:70, Small 200V Iron Heating Corp
Eln:Eln.sharedItem:71, 200V Iron Heating Corp
Eln:Eln.sharedItem:72, Small 50V Tungsten Heating Corp
Eln:Eln.sharedItem:73, 50V Tungsten Heating Corp
Eln:Eln.sharedItem:74, Small 200V Tungsten Heating Corp
Eln:Eln.sharedItem:75, 200V Tungsten Heating Corp
Eln:Eln.sharedItem:192, On/OFF Regulator 1 Percent
Eln:Eln.sharedItem:193, On/OFF Regulator 10 Percent
Eln:Eln.sharedItem:200, Analogic Regulator
Eln:Eln.sharedItem:256, Small 50V Incandescent Light Bulb
Eln:Eln.sharedItem:257, 50V Incandescent Light Bulb
Eln:Eln.sharedItem:258, 200V Incandescent Light Bulb
Eln:Eln.sharedItem:260, Small 50V Carbon Incandescent Light Bulb
Eln:Eln.sharedItem:261, 50V Carbon Incandescent Light Bulb
Eln:Eln.sharedItem:272, Small 50V Economic Light Bulb
Eln:Eln.sharedItem:273, 50V Economic Light Bulb
Eln:Eln.sharedItem:274, 200V Economic Light Bulb
Eln:Eln.sharedItem:288, 50V Farming Lamp
Eln:Eln.sharedItem:292, 200V Farming Lamp
Eln:Eln.sharedItem:293, 50V LED Bulb
Eln:Eln.sharedItem:294, 200V LED Bulb
Eln:Eln.sharedItem:320, Overheating Protection
Eln:Eln.sharedItem:321, Overvoltage Protection
Eln:Eln.sharedItem:384, Combustion Chamber
Eln:Eln.sharedItem:448, Cheap Ferromagnetic Core
Eln:Eln.sharedItem:449, Average Ferromagnetic Core
Eln:Eln.sharedItem:450, Optimal Ferromagnetic Core
Eln:Eln.sharedItem:513, Copper Ingot
Eln:Eln.sharedItem:516, Lead Ingot
Eln:Eln.sharedItem:517, Tungsten Ingot
Eln:Eln.sharedItem:518, Ferrite Ingot
Eln:Eln.sharedItem:519, Alloy Ingot
Eln:Eln.sharedItem:520, Mercury
Eln:Eln.sharedItem:577, Copper Dust
Eln:Eln.sharedItem:578, Iron Dust
Eln:Eln.sharedItem:5, Lead Dust
Eln:Eln.sharedItem:6, Tungsten Dust
Eln:Eln.sharedItem:7, Gold Dust
Eln:Eln.sharedItem:8, Coal Dust
Eln:Eln.sharedItem:9, Alloy Dust
Eln:Eln.sharedItem:10, Cinnabar Dust
Eln:Eln.sharedItem:640, Electrical Motor
Eln:Eln.sharedItem:641, Advanced Electrical Motor
Eln:Eln.sharedItem:704, Solar Tracker
Eln:Eln.sharedItem:896, Multimeter
Eln:Eln.sharedItem:897, Thermometer
Eln:Eln.sharedItem:898, Universal-Meter
Eln:Eln.sharedItem:904, Wireless Analyzer
Eln:Eln.sharedItem:960, Cheap Electrical Drill
Eln:Eln.sharedItem:961, Average Electrical Drill
Eln:Eln.sharedItem:962, Fast Electrical Drill
Eln:Eln.sharedItem:1024, Ore Scanner
Eln:Eln.sharedItem:1088, Mining Pipe
Eln:Eln.sharedItem:4096, Tree Resin
Eln:Eln.sharedItem:4097, Rubber
Eln:Eln.sharedItem:4160, Copper Cable
Eln:Eln.sharedItem:4161, Iron Cable
Eln:Eln.sharedItem:4162, Tungsten Cable
Eln:Eln.sharedItem:7616, Black Brush
Eln:Eln.sharedItem:7617, Red Brush
Eln:Eln.sharedItem:7618, Green Brush
Eln:Eln.sharedItem:7619, Brown Brush
Eln:Eln.sharedItem:7620, Blue Brush
Eln:Eln.sharedItem:7621, Purple Brush
Eln:Eln.sharedItem:7622, Cyan Brush
Eln:Eln.sharedItem:7623, Silver Brush
Eln:Eln.sharedItem:7624, Gray Brush
Eln:Eln.sharedItem:7625, Pink Brush
Eln:Eln.sharedItem:7626, Lime Brush
Eln:Eln.sharedItem:7627, Yellow Brush
Eln:Eln.sharedItem:7628, Light Blue Brush
Eln:Eln.sharedItem:7629, Magenta Brush
Eln:Eln.sharedItem:7630, Orange Brush
Eln:Eln.sharedItem:7631, White Brush
Eln:Eln.sharedItem:7680, Cheap Chip
Eln:Eln.sharedItem:7681, Advanced Chip
Eln:Eln.sharedItem:7682, Machine Block
Eln:Eln.sharedItem:7683, Electrical Probe Chip
Eln:Eln.sharedItem:7684, Thermal Probe Chip
Eln:Eln.sharedItem:7686, Copper Plate
Eln:Eln.sharedItem:7687, Iron Plate
Eln:Eln.sharedItem:7688, Gold Plate
Eln:Eln.sharedItem:7689, Lead Plate
Eln:Eln.sharedItem:7690, Silicon Plate
Eln:Eln.sharedItem:7691, Alloy Plate
Eln:Eln.sharedItem:7692, Coal Plate
Eln:Eln.sharedItem:7696, Silicon Dust
Eln:Eln.sharedItem:7697, Silicon Ingot
Eln:Eln.sharedItem:7702, Machine Booster
Eln:Eln.sharedItem:7703, Advanced Machine Block
Eln:Eln.sharedItem:7708, Basic Magnet
Eln:Eln.sharedItem:7709, Advanced Magnet
Eln:Eln.sharedItem:7713, Signal Antenna
Eln:Eln.sharedItem:7720, Player Filter
Eln:Eln.sharedItem:7721, Monster Filter
Eln:Eln.sharedItem:7722, Animal Filter
Eln:Eln.sharedItem:7728, Wrench
Eln:Eln.sharedItem:7732, Dielectric
Eln:Eln.sharedItemStackOne:7744, Small Flashlight
Eln:Eln.sharedItemStackOne:7752, Portable Electrical Mining Drill
Eln:Eln.sharedItemStackOne:7756, Portable Electrical Axe
Eln:Eln.sharedItemStackOne:7808, Portable Battery
Eln:Eln.sharedItemStackOne:7809, Portable Battery Pack
Eln:Eln.sharedItemStackOne:7824, Portable Capacitor
Eln:Eln.sharedItemStackOne:7825, Portable Capacitor Pack
Eln:Eln.sharedItemStackOne:7840, X-Ray Scanner
Eln:Eln.sharedItemStackOne:7936, Small Fuel Burner
Eln:Eln.sharedItemStackOne:7937, Medium Fuel Burner
Eln:Eln.sharedItemStackOne:7938, Big Fuel Burner
Eln:Eln.Copper Helmet, Copper Helmet
Eln:Eln.Copper Chestplate, Copper Chestplate
Eln:Eln.Copper Leggings, Copper Leggings
Eln:Eln.Copper Boots, Copper Boots
Eln:Eln.E-Coal Helmet, E-Coal Helmet
Eln:Eln.E-Coal Chestplate, E-Coal Chestplate
Eln:Eln.E-Coal Leggings, E-Coal Leggings
Eln:Eln.E-Coal Boots, E-Coal Boots
Eln:Eln.Copper Sword, Copper Sword
Eln:Eln.Copper Hoe, Copper Hoe
Eln:Eln.Copper Shovel, Copper Shovel
Eln:Eln.Copper Pickaxe, Copper Pickaxe
Eln:Eln.Copper Axe, Copper Axe
MineFactoryReloaded:hammer, Precision Sledgehammer
MineFactoryReloaded:plastic.boots, Plastic Boots
MineFactoryReloaded:rubber.raw, Raw Rubber
MineFactoryReloaded:rubber.bar, Rubber Bar
MineFactoryReloaded:plastic.raw, Raw Plastic
MineFactoryReloaded:plastic.sheet, Plastic Sheets
MineFactoryReloaded:plastic.helm, Plastic Helmet
MineFactoryReloaded:plastic.chest, Plastic Breastplate
